0	6.9806e-01
1	6.4848e-01
2	6.0263e-01
3	5.6059e-01
4	5.2238e-01
5	4.8801e-01
6	4.5744e-01
7	4.3061e-01
8	4.0744e-01
9	3.8781e-01
10	3.7155e-01
11	3.5845e-01
12	3.4829e-01
13	3.4078e-01
14	3.3564e-01
15	3.3252e-01
16	3.3108e-01
17	3.3097e-01
18	3.3184e-01
19	3.3336e-01
20	3.3522e-01
21	3.3715e-01
22	3.3894e-01
23	3.4042e-01
24	3.4149e-01
25	3.4207e-01
26	3.4216e-01
27	3.4178e-01
28	3.4098e-01
29	3.3984e-01
30	3.3843e-01
31	3.3686e-01
32	3.3520e-01
33	3.3353e-01
34	3.3193e-01
35	3.3044e-01
36	3.2912e-01
37	3.2798e-01
38	3.2704e-01
39	3.2628e-01
40	3.2571e-01
41	3.2530e-01
42	3.2501e-01
43	3.2483e-01
44	3.2472e-01
45	3.2464e-01
46	3.2458e-01
47	3.2450e-01
48	3.2440e-01
49	3.2425e-01
50	3.2406e-01
51	3.2381e-01
52	3.2352e-01
53	3.2318e-01
54	3.2282e-01
55	3.2242e-01
56	3.2202e-01
57	3.2161e-01
58	3.2121e-01
59	3.2081e-01
60	3.2044e-01
61	3.2008e-01
62	3.1974e-01
63	3.1943e-01
64	3.1913e-01
65	3.1884e-01
66	3.1857e-01
67	3.1830e-01
68	3.1803e-01
69	3.1776e-01
70	3.1749e-01
71	3.1721e-01
72	3.1692e-01
73	3.1662e-01
74	3.1632e-01
75	3.1601e-01
76	3.1569e-01
77	3.1537e-01
78	3.1505e-01
79	3.1473e-01
80	3.1440e-01
81	3.1408e-01
82	3.1376e-01
83	3.1344e-01
84	3.1312e-01
85	3.1280e-01
86	3.1248e-01
87	3.1217e-01
88	3.1185e-01
89	3.1153e-01
90	3.1120e-01
91	3.1088e-01
92	3.1055e-01
93	3.1022e-01
94	3.0989e-01
95	3.0955e-01
96	3.0922e-01
97	3.0888e-01
98	3.0853e-01
99	3.0819e-01
100	3.0785e-01
101	3.0750e-01
102	3.0715e-01
103	3.0681e-01
104	3.0646e-01
105	3.0610e-01
106	3.0575e-01
107	3.0540e-01
108	3.0504e-01
109	3.0468e-01
110	3.0432e-01
111	3.0396e-01
112	3.0359e-01
113	3.0322e-01
114	3.0286e-01
115	3.0248e-01
116	3.0211e-01
117	3.0173e-01
118	3.0136e-01
119	3.0098e-01
120	3.0060e-01
121	3.0021e-01
122	2.9983e-01
123	2.9944e-01
124	2.9905e-01
125	2.9866e-01
126	2.9826e-01
127	2.9787e-01
128	2.9747e-01
129	2.9707e-01
130	2.9667e-01
131	2.9626e-01
132	2.9585e-01
133	2.9544e-01
134	2.9503e-01
135	2.9462e-01
136	2.9420e-01
137	2.9378e-01
138	2.9336e-01
139	2.9293e-01
140	2.9251e-01
141	2.9208e-01
142	2.9165e-01
143	2.9121e-01
144	2.9078e-01
145	2.9034e-01
146	2.8990e-01
147	2.8945e-01
148	2.8901e-01
149	2.8856e-01
150	2.8811e-01
151	2.8766e-01
152	2.8720e-01
153	2.8674e-01
154	2.8628e-01
155	2.8582e-01
156	2.8535e-01
157	2.8489e-01
158	2.8441e-01
159	2.8394e-01
160	2.8347e-01
161	2.8299e-01
162	2.8251e-01
163	2.8203e-01
164	2.8154e-01
165	2.8105e-01
166	2.8056e-01
167	2.8007e-01
168	2.7957e-01
169	2.7908e-01
170	2.7858e-01
171	2.7808e-01
172	2.7757e-01
173	2.7706e-01
174	2.7655e-01
175	2.7604e-01
176	2.7553e-01
177	2.7501e-01
178	2.7449e-01
179	2.7397e-01
180	2.7345e-01
181	2.7292e-01
182	2.7240e-01
183	2.7187e-01
184	2.7133e-01
185	2.7080e-01
186	2.7026e-01
187	2.6972e-01
188	2.6918e-01
189	2.6864e-01
190	2.6809e-01
191	2.6755e-01
192	2.6700e-01
193	2.6645e-01
194	2.6589e-01
195	2.6534e-01
196	2.6478e-01
197	2.6422e-01
198	2.6366e-01
199	2.6309e-01
200	2.6253e-01
201	2.6196e-01
202	2.6139e-01
203	2.6082e-01
204	2.6025e-01
205	2.5967e-01
206	2.5909e-01
207	2.5852e-01
208	2.5794e-01
209	2.5735e-01
210	2.5677e-01
211	2.5618e-01
212	2.5560e-01
213	2.5501e-01
214	2.5442e-01
215	2.5383e-01
216	2.5323e-01
217	2.5264e-01
218	2.5204e-01
219	2.5144e-01
220	2.5085e-01
221	2.5025e-01
222	2.4964e-01
223	2.4904e-01
224	2.4844e-01
225	2.4783e-01
226	2.4723e-01
227	2.4662e-01
228	2.4601e-01
229	2.4540e-01
230	2.4479e-01
231	2.4418e-01
232	2.4357e-01
233	2.4296e-01
234	2.4234e-01
235	2.4173e-01
236	2.4111e-01
237	2.4050e-01
238	2.3988e-01
239	2.3926e-01
240	2.3865e-01
241	2.3803e-01
242	2.3741e-01
243	2.3679e-01
244	2.3617e-01
245	2.3555e-01
246	2.3493e-01
247	2.3431e-01
248	2.3369e-01
249	2.3306e-01
250	2.3244e-01
251	2.3182e-01
252	2.3120e-01
253	2.3057e-01
254	2.2995e-01
255	2.2932e-01
256	2.2870e-01
257	2.2808e-01
258	2.2745e-01
259	2.2683e-01
260	2.2620e-01
261	2.2558e-01
262	2.2495e-01
263	2.2432e-01
264	2.2370e-01
265	2.2307e-01
266	2.2245e-01
267	2.2182e-01
268	2.2119e-01
269	2.2057e-01
270	2.1994e-01
271	2.1931e-01
272	2.1869e-01
273	2.1806e-01
274	2.1743e-01
275	2.1681e-01
276	2.1618e-01
277	2.1555e-01
278	2.1492e-01
279	2.1430e-01
280	2.1367e-01
281	2.1304e-01
282	2.1241e-01
283	2.1179e-01
284	2.1116e-01
285	2.1053e-01
286	2.0990e-01
287	2.0927e-01
288	2.0865e-01
289	2.0802e-01
290	2.0739e-01
291	2.0676e-01
292	2.0613e-01
293	2.0550e-01
294	2.0488e-01
295	2.0425e-01
296	2.0362e-01
297	2.0299e-01
298	2.0236e-01
299	2.0173e-01
300	2.0110e-01
301	2.0047e-01
302	1.9984e-01
303	1.9921e-01
304	1.9858e-01
305	1.9796e-01
306	1.9733e-01
307	1.9670e-01
308	1.9607e-01
309	1.9544e-01
310	1.9481e-01
311	1.9418e-01
312	1.9355e-01
313	1.9291e-01
314	1.9228e-01
315	1.9165e-01
316	1.9102e-01
317	1.9039e-01
318	1.8976e-01
319	1.8913e-01
320	1.8850e-01
321	1.8787e-01
322	1.8723e-01
323	1.8660e-01
324	1.8597e-01
325	1.8534e-01
326	1.8471e-01
327	1.8407e-01
328	1.8344e-01
329	1.8281e-01
330	1.8218e-01
331	1.8154e-01
332	1.8091e-01
333	1.8028e-01
334	1.7965e-01
335	1.7901e-01
336	1.7838e-01
337	1.7775e-01
338	1.7711e-01
339	1.7648e-01
340	1.7584e-01
341	1.7521e-01
342	1.7458e-01
343	1.7394e-01
344	1.7331e-01
345	1.7267e-01
346	1.7204e-01
347	1.7140e-01
348	1.7077e-01
349	1.7013e-01
350	1.6950e-01
351	1.6886e-01
352	1.6823e-01
353	1.6759e-01
354	1.6696e-01
355	1.6632e-01
356	1.6569e-01
357	1.6505e-01
358	1.6441e-01
359	1.6378e-01
360	1.6314e-01
361	1.6251e-01
362	1.6187e-01
363	1.6123e-01
364	1.6060e-01
365	1.5996e-01
366	1.5932e-01
367	1.5868e-01
368	1.5805e-01
369	1.5741e-01
370	1.5677e-01
371	1.5613e-01
372	1.5550e-01
373	1.5486e-01
374	1.5422e-01
375	1.5358e-01
376	1.5294e-01
377	1.5230e-01
378	1.5166e-01
379	1.5102e-01
380	1.5039e-01
381	1.4975e-01
382	1.4911e-01
383	1.4847e-01
384	1.4783e-01
385	1.4719e-01
386	1.4655e-01
387	1.4591e-01
388	1.4527e-01
389	1.4463e-01
390	1.4399e-01
391	1.4335e-01
392	1.4271e-01
393	1.4206e-01
394	1.4142e-01
395	1.4078e-01
396	1.4014e-01
397	1.3950e-01
398	1.3886e-01
399	1.3822e-01
400	1.3758e-01
401	1.3693e-01
402	1.3629e-01
403	1.3565e-01
404	1.3501e-01
405	1.3437e-01
406	1.3373e-01
407	1.3308e-01
408	1.3244e-01
409	1.3180e-01
410	1.3116e-01
411	1.3052e-01
412	1.2988e-01
413	1.2924e-01
414	1.2859e-01
415	1.2795e-01
416	1.2731e-01
417	1.2667e-01
418	1.2603e-01
419	1.2539e-01
420	1.2475e-01
421	1.2411e-01
422	1.2347e-01
423	1.2283e-01
424	1.2219e-01
425	1.2155e-01
426	1.2091e-01
427	1.2027e-01
428	1.1963e-01
429	1.1900e-01
430	1.1836e-01
431	1.1772e-01
432	1.1708e-01
433	1.1645e-01
434	1.1581e-01
435	1.1518e-01
436	1.1454e-01
437	1.1391e-01
438	1.1327e-01
439	1.1264e-01
440	1.1201e-01
441	1.1138e-01
442	1.1075e-01
443	1.1012e-01
444	1.0949e-01
445	1.0886e-01
446	1.0823e-01
447	1.0760e-01
448	1.0698e-01
449	1.0635e-01
450	1.0573e-01
451	1.0510e-01
452	1.0448e-01
453	1.0386e-01
454	1.0324e-01
455	1.0262e-01
456	1.0200e-01
457	1.0138e-01
458	1.0076e-01
459	1.0015e-01
460	9.9531e-02
461	9.8917e-02
462	9.8304e-02
463	9.7693e-02
464	9.7083e-02
465	9.6474e-02
466	9.5866e-02
467	9.5260e-02
468	9.4654e-02
469	9.4051e-02
470	9.3448e-02
471	9.2847e-02
472	9.2247e-02
473	9.1648e-02
474	9.1051e-02
475	9.0455e-02
476	8.9861e-02
477	8.9268e-02
478	8.8677e-02
479	8.8087e-02
480	8.7499e-02
481	8.6912e-02
482	8.6327e-02
483	8.5743e-02
484	8.5161e-02
485	8.4581e-02
486	8.4002e-02
487	8.3425e-02
488	8.2850e-02
489	8.2276e-02
490	8.1704e-02
491	8.1134e-02
492	8.0566e-02
493	7.9999e-02
494	7.9434e-02
495	7.8871e-02
496	7.8310e-02
497	7.7751e-02
498	7.7194e-02
499	7.6638e-02
500	7.6085e-02
501	7.5533e-02
502	7.4984e-02
503	7.4436e-02
504	7.3890e-02
505	7.3347e-02
506	7.2805e-02
507	7.2266e-02
508	7.1728e-02
509	7.1193e-02
510	7.0660e-02
511	7.0129e-02
512	6.9600e-02
513	6.9073e-02
514	6.8549e-02
515	6.8026e-02
516	6.7506e-02
517	6.6988e-02
518	6.6473e-02
519	6.5960e-02
520	6.5449e-02
521	6.4940e-02
522	6.4433e-02
523	6.3929e-02
524	6.3428e-02
525	6.2928e-02
526	6.2431e-02
527	6.1937e-02
528	6.1445e-02
529	6.0955e-02
530	6.0468e-02
