35	4.3905e-01	6.2133e-03	1.4136e-01	2.9148e-01	0.9917
36	4.2535e-01	6.4647e-03	1.2848e-01	2.9041e-01	0.9929
37	4.1275e-01	6.7475e-03	1.1664e-01	2.8936e-01	0.9940
38	4.0120e-01	7.0659e-03	1.0578e-01	2.8836e-01	0.9952
39	3.9066e-01	7.4210e-03	9.5827e-02	2.8742e-01	0.9965
40	3.8110e-01	7.8109e-03	8.6736e-02	2.8655e-01	0.9977
41	3.7244e-01	8.2310e-03	7.8443e-02	2.8577e-01	0.9990
42	3.6464e-01	8.6741e-03	7.0893e-02	2.8507e-01	1.0003
43	3.5763e-01	9.1312e-03	6.4032e-02	2.8447e-01	1.0016
44	3.5136e-01	9.5919e-03	5.7806e-02	2.8396e-01	1.0029
45	3.4575e-01	1.0045e-02	5.2165e-02	2.8354e-01	1.0042
46	3.4076e-01	1.0480e-02	4.7062e-02	2.8321e-01	1.0055
47	3.3630e-01	1.0888e-02	4.2452e-02	2.8296e-01	1.0068
48	3.3234e-01	1.1258e-02	3.8294e-02	2.8279e-01	1.0081
49	3.2882e-01	1.1586e-02	3.4549e-02	2.8268e-01	1.0095
50	3.2569e-01	1.1866e-02	3.1182e-02	2.8264e-01	1.0108
51	3.2291e-01	1.2097e-02	2.8160e-02	2.8265e-01	1.0122
52	3.2043e-01	1.2279e-02	2.5453e-02	2.8270e-01	1.0135
53	3.1824e-01	1.2413e-02	2.3035e-02	2.8279e-01	1.0148
54	3.1630e-01	1.2504e-02	2.0879e-02	2.8292e-01	1.0162
55	3.1458e-01	1.2555e-02	1.8963e-02	2.8306e-01	1.0176
56	3.1306e-01	1.2571e-02	1.7267e-02	2.8322e-01	1.0189
57	3.1171e-01	1.2560e-02	1.5770e-02	2.8338e-01	1.0203
58	3.1052e-01	1.2525e-02	1.4455e-02	2.8354e-01	1.0216
59	3.0947e-01	1.2473e-02	1.3305e-02	2.8369e-01	1.0230
60	3.0853e-01	1.2408e-02	1.2304e-02	2.8382e-01	1.0244
61	3.0770e-01	1.2334e-02	1.1439e-02	2.8392e-01	1.0258
62	3.0694e-01	1.2255e-02	1.0694e-02	2.8399e-01	1.0272
63	3.0624e-01	1.2173e-02	1.0059e-02	2.8401e-01	1.0286
64	3.0559e-01	1.2090e-02	9.5197e-03	2.8398e-01	1.0300
65	3.0498e-01	1.2010e-02	9.0665e-03	2.8390e-01	1.0313
66	3.0439e-01	1.1931e-02	8.6890e-03	2.8377e-01	1.0327
67	3.0381e-01	1.1857e-02	8.3775e-03	2.8358e-01	1.0341
68	3.0324e-01	1.1787e-02	8.1235e-03	2.8333e-01	1.0355
69	3.0267e-01	1.1721e-02	7.9189e-03	2.8303e-01	1.0369
70	3.0210e-01	1.1661e-02	7.7564e-03	2.8268e-01	1.0383
71	3.0152e-01	1.1606e-02	7.6293e-03	2.8228e-01	1.0396
72	3.0093e-01	1.1556e-02	7.5315e-03	2.8184e-01	1.0410
73	3.0033e-01	1.1511e-02	7.4575e-03	2.8137e-01	1.0424
74	2.9974e-01	1.1470e-02	7.4023e-03	2.8086e-01	1.0437
75	2.9913e-01	1.1433e-02	7.3614e-03	2.8034e-01	1.0450
76	2.9853e-01	1.1398e-02	7.3308e-03	2.7980e-01	1.0463
77	2.9792e-01	1.1365e-02	7.3068e-03	2.7925e-01	1.0476
78	2.9732e-01	1.1331e-02	7.2864e-03	2.7870e-01	1.0489
79	2.9671e-01	1.1297e-02	7.2668e-03	2.7815e-01	1.0502
80	2.9611e-01	1.1260e-02	7.2459e-03	2.7761e-01	1.0514
81	2.9552e-01	1.1220e-02	7.2217e-03	2.7708e-01	1.0526
82	2.9493e-01	1.1175e-02	7.1930e-03	2.7656e-01	1.0538
83	2.9434e-01	1.1125e-02	7.1586e-03	2.7606e-01	1.0550
84	2.9376e-01	1.1069e-02	7.1180e-03	2.7558e-01	1.0562
85	2.9319e-01	1.1008e-02	7.0709e-03	2.7511e-01	1.0573
86	2.9263e-01	1.0941e-02	7.0175e-03	2.7467e-01	1.0584
87	2.9207e-01	1.0869e-02	6.9579e-03	2.7425e-01	1.0595
88	2.9153e-01	1.0792e-02	6.8928e-03	2.7384e-01	1.0606
89	2.9099e-01	1.0713e-02	6.8231e-03	2.7346e-01	1.0616
90	2.9047e-01	1.0631e-02	6.7494e-03	2.7309e-01	1.0627
91	2.8996e-01	1.0549e-02	6.6729e-03	2.7273e-01	1.0637
92	2.8945e-01	1.0466e-02	6.5945e-03	2.7239e-01	1.0647
93	2.8896e-01	1.0386e-02	6.5151e-03	2.7206e-01	1.0656
94	2.8849e-01	1.0308e-02	6.4356e-03	2.7174e-01	1.0666
95	2.8802e-01	1.0234e-02	6.3569e-03	2.7143e-01	1.0675
96	2.8756e-01	1.0165e-02	6.2796e-03	2.7112e-01	1.0684
97	2.8712e-01	1.0102e-02	6.2043e-03	2.7082e-01	1.0693
98	2.8669e-01	1.0045e-02	6.1312e-03	2.7051e-01	1.0702
99	2.8627e-01	9.9956e-03	6.0607e-03	2.7021e-01	1.0711
100	2.8586e-01	9.9531e-03	5.9928e-03	2.6991e-01	1.0719
101	2.8546e-01	9.9180e-03	5.9274e-03	2.6961e-01	1.0727
102	2.8506e-01	9.8903e-03	5.8643e-03	2.6931e-01	1.0735
103	2.8468e-01	9.8699e-03	5.8034e-03	2.6901e-01	1.0743
104	2.8431e-01	9.8565e-03	5.7440e-03	2.6871e-01	1.0750
105	2.8394e-01	9.8497e-03	5.6859e-03	2.6841e-01	1.0758
106	2.8358e-01	9.8490e-03	5.6284e-03	2.6811e-01	1.0765
107	2.8323e-01	9.8540e-03	5.5712e-03	2.6781e-01	1.0772
108	2.8289e-01	9.8638e-03	5.5135e-03	2.6751e-01	1.0779
109	2.8256e-01	9.8780e-03	5.4551e-03	2.6722e-01	1.0786
110	2.8223e-01	9.8959e-03	5.3953e-03	2.6694e-01	1.0792
111	2.8191e-01	9.9167e-03	5.3338e-03	2.6666e-01	1.0798
112	2.8159e-01	9.9398e-03	5.2703e-03	2.6638e-01	1.0804
113	2.8128e-01	9.9647e-03	5.2045e-03	2.6611e-01	1.0810
114	2.8098e-01	9.9909e-03	5.1364e-03	2.6585e-01	1.0816
115	2.8069e-01	1.0018e-02	5.0657e-03	2.6560e-01	1.0821
116	2.8040e-01	1.0045e-02	4.9926e-03	2.6536e-01	1.0826
117	2.8011e-01	1.0073e-02	4.9171e-03	2.6512e-01	1.0831
118	2.7984e-01	1.0100e-02	4.8395e-03	2.6490e-01	1.0836
119	2.7956e-01	1.0127e-02	4.7601e-03	2.6468e-01	1.0841
120	2.7930e-01	1.0155e-02	4.6790e-03	2.6446e-01	1.0845
121	2.7904e-01	1.0182e-02	4.5967e-03	2.6426e-01	1.0850
122	2.7878e-01	1.0209e-02	4.5135e-03	2.6406e-01	1.0854
123	2.7853e-01	1.0236e-02	4.4299e-03	2.6386e-01	1.0858
124	2.7828e-01	1.0263e-02	4.3462e-03	2.6368e-01	1.0861
125	2.7804e-01	1.0291e-02	4.2629e-03	2.6349e-01	1.0865
126	2.7781e-01	1.0320e-02	4.1802e-03	2.6331e-01	1.0868
127	2.7758e-01	1.0349e-02	4.0986e-03	2.6313e-01	1.0871
128	2.7736e-01	1.0380e-02	4.0184e-03	2.6296e-01	1.0874
129	2.7714e-01	1.0412e-02	3.9397e-03	2.6278e-01	1.0877
130	2.7692e-01	1.0445e-02	3.8628e-03	2.6261e-01	1.0880
131	2.7671e-01	1.0480e-02	3.7879e-03	2.6244e-01	1.0882
132	2.7650e-01	1.0515e-02	3.7151e-03	2.6227e-01	1.0885
133	2.7630e-01	1.0553e-02	3.6444e-03	2.6210e-01	1.0887
134	2.7610e-01	1.0591e-02	3.5759e-03	2.6194e-01	1.0889
135	2.7591e-01	1.0631e-02	3.5096e-03	2.6177e-01	1.0890
136	2.7572e-01	1.0671e-02	3.4454e-03	2.6160e-01	1.0892
137	2.7554e-01	1.0712e-02	3.3833e-03	2.6144e-01	1.0893
138	2.7535e-01	1.0754e-02	3.3232e-03	2.6128e-01	1.0895
139	2.7518e-01	1.0797e-02	3.2650e-03	2.6112e-01	1.0896
140	2.7500e-01	1.0839e-02	3.2086e-03	2.6096e-01	1.0897
141	2.7483e-01	1.0882e-02	3.1540e-03	2.6080e-01	1.0898
142	2.7467e-01	1.0924e-02	3.1009e-03	2.6064e-01	1.0898
143	2.7450e-01	1.0967e-02	3.0494e-03	2.6049e-01	1.0899
144	2.7434e-01	1.1008e-02	2.9993e-03	2.6034e-01	1.0899
145	2.7419e-01	1.1049e-02	2.9506e-03	2.6019e-01	1.0899
146	2.7403e-01	1.1089e-02	2.9032e-03	2.6004e-01	1.0899
147	2.7388e-01	1.1128e-02	2.8571e-03	2.5990e-01	1.0899
148	2.7374e-01	1.1167e-02	2.8122e-03	2.5976e-01	1.0898
149	2.7359e-01	1.1204e-02	2.7685e-03	2.5962e-01	1.0898
150	2.7345e-01	1.1240e-02	2.7260e-03	2.5948e-01	1.0897
151	2.7331e-01	1.1276e-02	2.6847e-03	2.5935e-01	1.0896
152	2.7317e-01	1.1311e-02	2.6446e-03	2.5922e-01	1.0896
153	2.7304e-01	1.1345e-02	2.6057e-03	2.5909e-01	1.0894
154	2.7291e-01	1.1378e-02	2.5680e-03	2.5896e-01	1.0893
155	2.7278e-01	1.1411e-02	2.5316e-03	2.5883e-01	1.0892
156	2.7265e-01	1.1443e-02	2.4963e-03	2.5871e-01	1.0890
157	2.7252e-01	1.1475e-02	2.4623e-03	2.5859e-01	1.0889
158	2.7240e-01	1.1506e-02	2.4295e-03	2.5846e-01	1.0887
159	2.7228e-01	1.1537e-02	2.3978e-03	2.5834e-01	1.0885
160	2.7216e-01	1.1567e-02	2.3673e-03	2.5822e-01	1.0883
161	2.7204e-01	1.1597e-02	2.3380e-03	2.5811e-01	1.0881
162	2.7193e-01	1.1627e-02	2.3098e-03	2.5799e-01	1.0878
163	2.7181e-01	1.1657e-02	2.2827e-03	2.5787e-01	1.0876
164	2.7170e-01	1.1686e-02	2.2565e-03	2.5776e-01	1.0873
165	2.7159e-01	1.1715e-02	2.2314e-03	2.5764e-01	1.0871
166	2.7148e-01	1.1743e-02	2.2071e-03	2.5753e-01	1.0868
167	2.7137e-01	1.1771e-02	2.1838e-03	2.5742e-01	1.0865
168	2.7127e-01	1.1799e-02	2.1612e-03	2.5731e-01	1.0862
169	2.7116e-01	1.1826e-02	2.1394e-03	2.5720e-01	1.0859
170	2.7106e-01	1.1852e-02	2.1183e-03	2.5709e-01	1.0855
171	2.7096e-01	1.1878e-02	2.0978e-03	2.5698e-01	1.0852
172	2.7086e-01	1.1903e-02	2.0780e-03	2.5688e-01	1.0848
173	2.7076e-01	1.1927e-02	2.0587e-03	2.5678e-01	1.0845
174	2.7066e-01	1.1951e-02	2.0400e-03	2.5667e-01	1.0841
175	2.7057e-01	1.1974e-02	2.0218e-03	2.5657e-01	1.0837
176	2.7047e-01	1.1997e-02	2.0040e-03	2.5647e-01	1.0833
177	2.7038e-01	1.2018e-02	1.9867e-03	2.5637e-01	1.0829
178	2.7028e-01	1.2039e-02	1.9699e-03	2.5628e-01	1.0825
179	2.7019e-01	1.2059e-02	1.9534e-03	2.5618e-01	1.0821
180	2.7010e-01	1.2079e-02	1.9374e-03	2.5608e-01	1.0817
181	2.7001e-01	1.2098e-02	1.9218e-03	2.5599e-01	1.0813
182	2.6992e-01	1.2116e-02	1.9066e-03	2.5590e-01	1.0808
183	2.6983e-01	1.2134e-02	1.8919e-03	2.5581e-01	1.0804
184	2.6974e-01	1.2151e-02	1.8774e-03	2.5572e-01	1.0799
185	2.6966e-01	1.2168e-02	1.8634e-03	2.5563e-01	1.0794
186	2.6957e-01	1.2184e-02	1.8498e-03	2.5554e-01	1.0790
187	2.6949e-01	1.2199e-02	1.8366e-03	2.5545e-01	1.0785
188	2.6940e-01	1.2214e-02	1.8237e-03	2.5536e-01	1.0780
189	2.6932e-01	1.2229e-02	1.8112e-03	2.5528e-01	1.0775
190	2.6923e-01	1.2243e-02	1.7991e-03	2.5519e-01	1.0770
191	2.6915e-01	1.2257e-02	1.7873e-03	2.5511e-01	1.0765
192	2.6907e-01	1.2270e-02	1.7758e-03	2.5502e-01	1.0759
193	2.6899e-01	1.2283e-02	1.7647e-03	2.5494e-01	1.0754
194	2.6891e-01	1.2296e-02	1.7538e-03	2.5486e-01	1.0749
195	2.6883e-01	1.2308e-02	1.7433e-03	2.5478e-01	1.0744
196	2.6875e-01	1.2319e-02	1.7330e-03	2.5469e-01	1.0738
197	2.6867e-01	1.2330e-02	1.7230e-03	2.5461e-01	1.0733
198	2.6859e-01	1.2341e-02	1.7133e-03	2.5453e-01	1.0727
199	2.6851e-01	1.2351e-02	1.7038e-03	2.5446e-01	1.0722
200	2.6843e-01	1.2360e-02	1.6945e-03	2.5438e-01	1.0716
201	2.6836e-01	1.2369e-02	1.6855e-03	2.5430e-01	1.0710
202	2.6828e-01	1.2378e-02	1.6767e-03	2.5422e-01	1.0704
203	2.6820e-01	1.2386e-02	1.6681e-03	2.5415e-01	1.0699
204	2.6813e-01	1.2393e-02	1.6597e-03	2.5407e-01	1.0693
205	2.6805e-01	1.2400e-02	1.6515e-03	2.5400e-01	1.0687
206	2.6798e-01	1.2407e-02	1.6435e-03	2.5393e-01	1.0681
207	2.6790e-01	1.2413e-02	1.6357e-03	2.5385e-01	1.0675
208	2.6783e-01	1.2419e-02	1.6281e-03	2.5378e-01	1.0669
209	2.6775e-01	1.2424e-02	1.6206e-03	2.5371e-01	1.0663
210	2.6768e-01	1.2429e-02	1.6134e-03	2.5364e-01	1.0657
211	2.6761e-01	1.2434e-02	1.6063e-03	2.5357e-01	1.0651
212	2.6753e-01	1.2438e-02	1.5994e-03	2.5349e-01	1.0645
213	2.6746e-01	1.2442e-02	1.5927e-03	2.5343e-01	1.0639
214	2.6739e-01	1.2446e-02	1.5861e-03	2.5336e-01	1.0633
215	2.6732e-01	1.2449e-02	1.5797e-03	2.5329e-01	1.0626
216	2.6724e-01	1.2452e-02	1.5735e-03	2.5322e-01	1.0620
217	2.6717e-01	1.2455e-02	1.5674e-03	2.5315e-01	1.0614
218	2.6710e-01	1.2457e-02	1.5615e-03	2.5308e-01	1.0607
219	2.6703e-01	1.2459e-02	1.5557e-03	2.5302e-01	1.0601
220	2.6696e-01	1.2460e-02	1.5501e-03	2.5295e-01	1.0595
221	2.6689e-01	1.2462e-02	1.5446e-03	2.5288e-01	1.0588
222	2.6682e-01	1.2463e-02	1.5392e-03	2.5282e-01	1.0582
223	2.6675e-01	1.2464e-02	1.5339e-03	2.5275e-01	1.0576
224	2.6668e-01	1.2464e-02	1.5288e-03	2.5269e-01	1.0569
225	2.6661e-01	1.2465e-02	1.5237e-03	2.5262e-01	1.0563
226	2.6654e-01	1.2465e-02	1.5188e-03	2.5256e-01	1.0556
227	2.6647e-01	1.2464e-02	1.5140e-03	2.5249e-01	1.0550
228	2.6640e-01	1.2464e-02	1.5092e-03	2.5243e-01	1.0543
229	2.6633e-01	1.2463e-02	1.5046e-03	2.5237e-01	1.0537
230	2.6627e-01	1.2462e-02	1.5000e-03	2.5230e-01	1.0530
231	2.6620e-01	1.2461e-02	1.4956e-03	2.5224e-01	1.0524
232	2.6613e-01	1.2459e-02	1.4912e-03	2.5218e-01	1.0517
233	2.6606e-01	1.2458e-02	1.4868e-03	2.5212e-01	1.0511
234	2.6600e-01	1.2456e-02	1.4826e-03	2.5206e-01	1.0504
235	2.6593e-01	1.2454e-02	1.4784e-03	2.5200e-01	1.0497
236	2.6586e-01	1.2451e-02	1.4743e-03	2.5194e-01	1.0491
237	2.6580e-01	1.2449e-02	1.4703e-03	2.5188e-01	1.0484
238	2.6573e-01	1.2446e-02	1.4663e-03	2.5182e-01	1.0478
239	2.6566e-01	1.2444e-02	1.4624e-03	2.5176e-01	1.0471
240	2.6560e-01	1.2441e-02	1.4586e-03	2.5170e-01	1.0464
241	2.6553e-01	1.2438e-02	1.4548e-03	2.5164e-01	1.0458
242	2.6546e-01	1.2434e-02	1.4511e-03	2.5158e-01	1.0451
243	2.6540e-01	1.2431e-02	1.4475e-03	2.5152e-01	1.0445
244	2.6533e-01	1.2427e-02	1.4439e-03	2.5146e-01	1.0438
245	2.6527e-01	1.2424e-02	1.4403e-03	2.5140e-01	1.0431
246	2.6520e-01	1.2420e-02	1.4368e-03	2.5135e-01	1.0425
247	2.6514e-01	1.2416e-02	1.4334e-03	2.5129e-01	1.0418
248	2.6507e-01	1.2412e-02	1.4300e-03	2.5123e-01	1.0411
249	2.6501e-01	1.2408e-02	1.4266e-03	2.5118e-01	1.0405
250	2.6495e-01	1.2404e-02	1.4233e-03	2.5112e-01	1.0398
251	2.6488e-01	1.2399e-02	1.4200e-03	2.5106e-01	1.0391
252	2.6482e-01	1.2395e-02	1.4168e-03	2.5101e-01	1.0385
253	2.6475e-01	1.2390e-02	1.4136e-03	2.5095e-01	1.0378
254	2.6469e-01	1.2385e-02	1.4104e-03	2.5090e-01	1.0372
255	2.6463e-01	1.2381e-02	1.4073e-03	2.5084e-01	1.0365
256	2.6457e-01	1.2376e-02	1.4042e-03	2.5079e-01	1.0358
257	2.6450e-01	1.2371e-02	1.4011e-03	2.5073e-01	1.0352
258	2.6444e-01	1.2366e-02	1.3981e-03	2.5068e-01	1.0345
259	2.6438e-01	1.2361e-02	1.3951e-03	2.5062e-01	1.0338
260	2.6431e-01	1.2356e-02	1.3921e-03	2.5057e-01	1.0332
261	2.6425e-01	1.2351e-02	1.3892e-03	2.5051e-01	1.0325
262	2.6419e-01	1.2345e-02	1.3863e-03	2.5046e-01	1.0318
263	2.6413e-01	1.2340e-02	1.3835e-03	2.5041e-01	1.0312
264	2.6407e-01	1.2335e-02	1.3806e-03	2.5035e-01	1.0305
265	2.6401e-01	1.2329e-02	1.3778e-03	2.5030e-01	1.0299
266	2.6394e-01	1.2324e-02	1.3750e-03	2.5025e-01	1.0292
267	2.6388e-01	1.2318e-02	1.3723e-03	2.5019e-01	1.0285
268	2.6382e-01	1.2313e-02	1.3696e-03	2.5014e-01	1.0279
269	2.6376e-01	1.2307e-02	1.3669e-03	2.5009e-01	1.0272
270	2.6370e-01	1.2301e-02	1.3642e-03	2.5004e-01	1.0266
271	2.6364e-01	1.2296e-02	1.3616e-03	2.4998e-01	1.0259
272	2.6358e-01	1.2290e-02	1.3590e-03	2.4993e-01	1.0253
273	2.6352e-01	1.2284e-02	1.3564e-03	2.4988e-01	1.0246
274	2.6346e-01	1.2279e-02	1.3539e-03	2.4983e-01	1.0239
275	2.6340e-01	1.2273e-02	1.3514e-03	2.4978e-01	1.0233
276	2.6334e-01	1.2267e-02	1.3489e-03	2.4973e-01	1.0226
277	2.6328e-01	1.2262e-02	1.3464e-03	2.4967e-01	1.0220
278	2.6322e-01	1.2256e-02	1.3439e-03	2.4962e-01	1.0213
279	2.6316e-01	1.2250e-02	1.3415e-03	2.4957e-01	1.0207
280	2.6310e-01	1.2244e-02	1.3391e-03	2.4952e-01	1.0200
281	2.6305e-01	1.2238e-02	1.3368e-03	2.4947e-01	1.0194
282	2.6299e-01	1.2233e-02	1.3344e-03	2.4942e-01	1.0187
283	2.6293e-01	1.2227e-02	1.3321e-03	2.4937e-01	1.0181
284	2.6287e-01	1.2221e-02	1.3298e-03	2.4932e-01	1.0174
285	2.6281e-01	1.2215e-02	1.3276e-03	2.4927e-01	1.0168
286	2.6275e-01	1.2209e-02	1.3254e-03	2.4922e-01	1.0162
287	2.6269e-01	1.2204e-02	1.3232e-03	2.4917e-01	1.0155
288	2.6264e-01	1.2198e-02	1.3210e-03	2.4912e-01	1.0149
289	2.6258e-01	1.2192e-02	1.3188e-03	2.4907e-01	1.0142
290	2.6252e-01	1.2186e-02	1.3167e-03	2.4902e-01	1.0136
291	2.6246e-01	1.2181e-02	1.3146e-03	2.4897e-01	1.0130
292	2.6241e-01	1.2175e-02	1.3125e-03	2.4892e-01	1.0123
293	2.6235e-01	1.2169e-02	1.3105e-03	2.4887e-01	1.0117
294	2.6229e-01	1.2164e-02	1.3085e-03	2.4882e-01	1.0110
295	2.6223e-01	1.2158e-02	1.3065e-03	2.4877e-01	1.0104
296	2.6218e-01	1.2152e-02	1.3045e-03	2.4872e-01	1.0098
297	2.6212e-01	1.2147e-02	1.3026e-03	2.4867e-01	1.0091
298	2.6206e-01	1.2141e-02	1.3006e-03	2.4862e-01	1.0085
299	2.6200e-01	1.2136e-02	1.2987e-03	2.4857e-01	1.0079
300	2.6195e-01	1.2130e-02	1.2969e-03	2.4852e-01	1.0072
301	2.6189e-01	1.2125e-02	1.2950e-03	2.4847e-01	1.0066
302	2.6183e-01	1.2119e-02	1.2932e-03	2.4842e-01	1.0060
303	2.6177e-01	1.2114e-02	1.2914e-03	2.4837e-01	1.0054
304	2.6172e-01	1.2108e-02	1.2897e-03	2.4832e-01	1.0047
305	2.6166e-01	1.2103e-02	1.2879e-03	2.4827e-01	1.0041
306	2.6160e-01	1.2098e-02	1.2862e-03	2.4822e-01	1.0035
307	2.6155e-01	1.2092e-02	1.2845e-03	2.4817e-01	1.0029
308	2.6149e-01	1.2087e-02	1.2829e-03	2.4812e-01	1.0023
309	2.6143e-01	1.2082e-02	1.2812e-03	2.4807e-01	1.0016
310	2.6138e-01	1.2077e-02	1.2796e-03	2.4802e-01	1.0010
311	2.6132e-01	1.2072e-02	1.2780e-03	2.4797e-01	1.0004
312	2.6126e-01	1.2067e-02	1.2764e-03	2.4792e-01	0.9998
313	2.6121e-01	1.2061e-02	1.2749e-03	2.4787e-01	0.9992
314	2.6115e-01	1.2056e-02	1.2734e-03	2.4782e-01	0.9986
315	2.6109e-01	1.2051e-02	1.2719e-03	2.4777e-01	0.9979
316	2.6104e-01	1.2047e-02	1.2704e-03	2.4772e-01	0.9973
317	2.6098e-01	1.2042e-02	1.2689e-03	2.4767e-01	0.9967
318	2.6092e-01	1.2037e-02	1.2675e-03	2.4762e-01	0.9961
319	2.6087e-01	1.2032e-02	1.2660e-03	2.4757e-01	0.9955
320	2.6081e-01	1.2027e-02	1.2646e-03	2.4752e-01	0.9949
321	2.6075e-01	1.2022e-02	1.2633e-03	2.4747e-01	0.9943
322	2.6069e-01	1.2018e-02	1.2619e-03	2.4742e-01	0.9937
323	2.6064e-01	1.2013e-02	1.2605e-03	2.4736e-01	0.9931
324	2.6058e-01	1.2008e-02	1.2592e-03	2.4731e-01	0.9925
325	2.6052e-01	1.2004e-02	1.2579e-03	2.4726e-01	0.9919
326	2.6047e-01	1.1999e-02	1.2566e-03	2.4721e-01	0.9913
327	2.6041e-01	1.1995e-02	1.2553e-03	2.4716e-01	0.9907
328	2.6035e-01	1.1990e-02	1.2540e-03	2.4711e-01	0.9901
329	2.6030e-01	1.1986e-02	1.2528e-03	2.4706e-01	0.9895
330	2.6024e-01	1.1981e-02	1.2516e-03	2.4701e-01	0.9889
331	2.6018e-01	1.1977e-02	1.2503e-03	2.4695e-01	0.9883
332	2.6012e-01	1.1973e-02	1.2491e-03	2.4690e-01	0.9877
333	2.6007e-01	1.1968e-02	1.2479e-03	2.4685e-01	0.9871
334	2.6001e-01	1.1964e-02	1.2467e-03	2.4680e-01	0.9865
335	2.5995e-01	1.1960e-02	1.2456e-03	2.4675e-01	0.9859
336	2.5989e-01	1.1955e-02	1.2444e-03	2.4669e-01	0.9853
337	2.5984e-01	1.1951e-02	1.2433e-03	2.4664e-01	0.9848
338	2.5978e-01	1.1947e-02	1.2421e-03	2.4659e-01	0.9842
339	2.5972e-01	1.1943e-02	1.2410e-03	2.4654e-01	0.9836
340	2.5966e-01	1.1939e-02	1.2399e-03	2.4649e-01	0.9830
341	2.5961e-01	1.1935e-02	1.2388e-03	2.4643e-01	0.9824
342	2.5955e-01	1.1931e-02	1.2377e-03	2.4638e-01	0.9818
343	2.5949e-01	1.1927e-02	1.2366e-03	2.4633e-01	0.9812
344	2.5943e-01	1.1923e-02	1.2355e-03	2.4627e-01	0.9807
345	2.5937e-01	1.1919e-02	1.2344e-03	2.4622e-01	0.9801
346	2.5932e-01	1.1915e-02	1.2334e-03	2.4617e-01	0.9795
347	2.5926e-01	1.1911e-02	1.2323e-03	2.4611e-01	0.9789
348	2.5920e-01	1.1907e-02	1.2313e-03	2.4606e-01	0.9783
349	2.5914e-01	1.1903e-02	1.2302e-03	2.4601e-01	0.9778
350	2.5908e-01	1.1899e-02	1.2292e-03	2.4595e-01	0.9772
351	2.5902e-01	1.1896e-02	1.2282e-03	2.4590e-01	0.9766
352	2.5897e-01	1.1892e-02	1.2272e-03	2.4585e-01	0.9760
353	2.5891e-01	1.1888e-02	1.2262e-03	2.4579e-01	0.9755
354	2.5885e-01	1.1884e-02	1.2252e-03	2.4574e-01	0.9749
355	2.5879e-01	1.1880e-02	1.2242e-03	2.4569e-01	0.9743
356	2.5873e-01	1.1877e-02	1.2232e-03	2.4563e-01	0.9737
357	2.5867e-01	1.1873e-02	1.2222e-03	2.4558e-01	0.9732
