0	1.0682e+00	4.4424e-03	1.0638e+00
1	1.0208e+00	3.1291e-03	1.0176e+00
2	9.7436e-01	2.1106e-03	9.7225e-01
3	9.2904e-01	1.4114e-03	9.2763e-01
4	8.8481e-01	1.0456e-03	8.8376e-01
5	8.4165e-01	1.0183e-03	8.4064e-01
6	7.9954e-01	1.3261e-03	7.9821e-01
7	7.5841e-01	1.9565e-03	7.5645e-01
8	7.1822e-01	2.8889e-03	7.1533e-01
9	6.7894e-01	4.0981e-03	6.7484e-01
10	6.4059e-01	5.5559e-03	6.3503e-01
11	6.0317e-01	7.2314e-03	5.9594e-01
12	5.6671e-01	9.0921e-03	5.5762e-01
13	5.3125e-01	1.1107e-02	5.2015e-01
14	4.9684e-01	1.3248e-02	4.8359e-01
15	4.6352e-01	1.5490e-02	4.4803e-01
16	4.3135e-01	1.7810e-02	4.1353e-01
17	4.0036e-01	2.0185e-02	3.8017e-01
18	3.7062e-01	2.2594e-02	3.4803e-01
19	3.4218e-01	2.5016e-02	3.1717e-01
20	3.1511e-01	2.7433e-02	2.8767e-01
21	2.8945e-01	2.9825e-02	2.5962e-01
22	2.6527e-01	3.2178e-02	2.3310e-01
23	2.4265e-01	3.4479e-02	2.0817e-01
24	2.2162e-01	3.6721e-02	1.8490e-01
25	2.0226e-01	3.8902e-02	1.6336e-01
26	1.8461e-01	4.1024e-02	1.4359e-01
27	1.6872e-01	4.3098e-02	1.2562e-01
28	1.5462e-01	4.5138e-02	1.0948e-01
29	1.4231e-01	4.7165e-02	9.5147e-02
30	1.3180e-01	4.9200e-02	8.2598e-02
31	1.2305e-01	5.1268e-02	7.1778e-02
32	1.1599e-01	5.3386e-02	6.2606e-02
33	1.1054e-01	5.5566e-02	5.4971e-02
34	1.0655e-01	5.7806e-02	4.8742e-02
35	1.0386e-01	6.0091e-02	4.3764e-02
36	1.0226e-01	6.2391e-02	3.9870e-02
37	1.0155e-01	6.4666e-02	3.6882e-02
38	1.0149e-01	6.6868e-02	3.4626e-02
39	1.0188e-01	6.8949e-02	3.2934e-02
40	1.0252e-01	7.0865e-02	3.1654e-02
41	1.0324e-01	7.2581e-02	3.0657e-02
42	1.0390e-01	7.4067e-02	2.9833e-02
43	1.0440e-01	7.5299e-02	2.9100e-02
44	1.0466e-01	7.6260e-02	2.8400e-02
45	1.0463e-01	7.6934e-02	2.7699e-02
46	1.0429e-01	7.7311e-02	2.6980e-02
47	1.0363e-01	7.7384e-02	2.6246e-02
48	1.0266e-01	7.7155e-02	2.5508e-02
49	1.0142e-01	7.6634e-02	2.4788e-02
50	9.9953e-02	7.5843e-02	2.4110e-02
51	9.8309e-02	7.4810e-02	2.3499e-02
52	9.6551e-02	7.3575e-02	2.2976e-02
53	9.4737e-02	7.2180e-02	2.2557e-02
54	9.2924e-02	7.0670e-02	2.2254e-02
55	9.1159e-02	6.9091e-02	2.2068e-02
56	8.9478e-02	6.7483e-02	2.1995e-02
57	8.7908e-02	6.5883e-02	2.2025e-02
58	8.6462e-02	6.4321e-02	2.2141e-02
59	8.5145e-02	6.2820e-02	2.2325e-02
60	8.3952e-02	6.1398e-02	2.2554e-02
61	8.2873e-02	6.0068e-02	2.2805e-02
62	8.1894e-02	5.8836e-02	2.3057e-02
63	8.0997e-02	5.7707e-02	2.3290e-02
