0	6.7383e-01
1	6.2402e-01
2	5.7795e-01
3	5.3569e-01
4	4.9726e-01
5	4.6266e-01
6	4.3187e-01
7	4.0483e-01
8	3.8146e-01
9	3.6163e-01
10	3.4518e-01
11	3.3191e-01
12	3.2160e-01
13	3.1396e-01
14	3.0869e-01
15	3.0548e-01
16	3.0396e-01
17	3.0380e-01
18	3.0465e-01
19	3.0616e-01
20	3.0802e-01
21	3.0999e-01
22	3.1182e-01
23	3.1336e-01
24	3.1448e-01
25	3.1513e-01
26	3.1530e-01
27	3.1499e-01
28	3.1426e-01
29	3.1318e-01
30	3.1183e-01
31	3.1031e-01
32	3.0870e-01
33	3.0707e-01
34	3.0551e-01
35	3.0405e-01
36	3.0276e-01
37	3.0164e-01
38	3.0071e-01
39	2.9998e-01
40	2.9943e-01
41	2.9903e-01
42	2.9877e-01
43	2.9861e-01
44	2.9852e-01
45	2.9848e-01
46	2.9845e-01
47	2.9841e-01
48	2.9834e-01
49	2.9824e-01
50	2.9809e-01
51	2.9789e-01
52	2.9764e-01
53	2.9735e-01
54	2.9703e-01
55	2.9668e-01
56	2.9632e-01
57	2.9595e-01
58	2.9558e-01
59	2.9523e-01
60	2.9489e-01
61	2.9457e-01
62	2.9426e-01
63	2.9398e-01
64	2.9372e-01
65	2.9347e-01
66	2.9323e-01
67	2.9299e-01
68	2.9277e-01
69	2.9254e-01
70	2.9230e-01
71	2.9206e-01
72	2.9182e-01
73	2.9157e-01
74	2.9131e-01
75	2.9104e-01
76	2.9077e-01
77	2.9049e-01
78	2.9021e-01
79	2.8993e-01
80	2.8965e-01
81	2.8937e-01
82	2.8909e-01
83	2.8881e-01
84	2.8853e-01
85	2.8826e-01
86	2.8798e-01
87	2.8771e-01
88	2.8743e-01
89	2.8716e-01
90	2.8688e-01
91	2.8660e-01
92	2.8632e-01
93	2.8603e-01
94	2.8575e-01
95	2.8546e-01
96	2.8517e-01
97	2.8487e-01
98	2.8458e-01
99	2.8428e-01
100	2.8398e-01
101	2.8368e-01
102	2.8338e-01
103	2.8308e-01
104	2.8278e-01
105	2.8247e-01
106	2.8217e-01
107	2.8186e-01
108	2.8155e-01
109	2.8124e-01
110	2.8093e-01
111	2.8061e-01
112	2.8030e-01
113	2.7998e-01
114	2.7966e-01
115	2.7934e-01
116	2.7901e-01
117	2.7869e-01
118	2.7836e-01
119	2.7803e-01
120	2.7770e-01
121	2.7736e-01
