0.06	3.2	-0.9070
0.06	3.3	-0.8946
0.06	3.4	-0.8734
0.06	3.5	-0.8436
0.06	3.6	-0.8056
0.06	3.7	-0.7598
0.06	3.8	-0.7067
0.06	3.9	-0.6469
0.06	4.0	-0.5809
0.06	4.1	-0.5096
0.06	4.2	-0.4337
0.06	4.3	-0.3538
0.06	4.4	-0.2710
0.06	4.5	-0.1859
0.06	4.6	-0.0995
0.06	4.7	-0.0126
0.06	4.8	0.0739
0.06	4.9	0.1591
0.06	5.0	0.2423
0.06	5.1	0.3225
0.06	5.2	0.3991
0.06	5.3	0.4712
0.06	5.4	0.5382
0.06	5.5	0.5994
0.06	5.6	0.6543
0.06	5.7	0.7023
0.06	5.8	0.7431
0.06	5.9	0.7762
0.06	6.0	0.8014
0.06	6.1	0.8184
0.06	6.2	0.8272
0.06	6.3	0.8277
0.06	6.4	0.8200
0.06	6.5	0.8041
0.06	6.6	0.7803
0.06	6.7	0.7489
0.06	6.8	0.7102
0.06	6.9	0.6647
0.06	7.0	0.6128
0.06	7.1	0.5551
0.06	7.2	0.4922
0.06	7.3	0.4249
0.06	7.4	0.3536
0.06	7.5	0.2793
0.06	7.6	0.2027
0.06	7.7	0.1245
0.06	7.8	0.0455
0.06	7.9	-0.0335
0.06	8.0	-0.1117
0.06	8.1	-0.1882
0.06	8.2	-0.2625
0.06	8.3	-0.3337
0.06	8.4	-0.4011
0.06	8.5	-0.4641
0.06	8.6	-0.5222
0.06	8.7	-0.5747
0.06	8.8	-0.6211
0.06	8.9	-0.6611
0.06	9.0	-0.6943
0.06	9.1	-0.7203
0.06	9.2	-0.7390
0.06	9.3	-0.7503
0.06	9.4	-0.7540
0.06	9.5	-0.7501
0.06	9.6	-0.7388
0.06	9.7	-0.7203
0.06	9.8	-0.6946
0.06	9.9	-0.6622
0.06	10.0	-0.6234
0.07	0.0	1.0000
0.07	0.1	0.9915
0.07	0.2	0.9733
0.07	0.3	0.9454
0.07	0.4	0.9084
